ValueTime,Ratio,SunRad,Temperature
2023-01-01,94.67259057993597,271.7647058823529,-0.621848739495798
2023-01-02,30.199201629634388,16.25,3.2519717261904764
2023-01-03,37.85417371695726,623.1578947368421,-1.6816102756892217
2023-01-04,14.873553998639373,20.0,-3.2055555555555566
2023-01-05,18.552827133396445,29.23076923076923,-2.6653846153846157
2023-01-06,24.104260404169917,81.42857142857143,-4.319940476190475
2023-01-07,37.782987405256065,41.25,-0.13229166666666656
2023-01-08,8.664218568171341,5.882352941176471,3.5948529411764714
2023-01-09,67.91046443431782,22.307692307692307,4.803708791208791
2023-01-10,91.90824036026194,40.76923076923077,3.38021978021978
2023-01-11,16.534353540102387,8.947368421052632,4.3812656641604
2023-01-12,89.8978587705687,83.33333333333333,3.809206349206349
2023-01-13,71.20297816249098,230.52631578947367,4.07283834586466
2023-01-14,89.69062906623272,53.333333333333336,4.425198412698412
2023-01-15,86.44373656003319,357.22222222222223,3.82202380952381
2023-01-16,78.50006518186458,824.7368421052631,3.1759711779448616
2023-01-17,11.766879369408747,10.526315789473685,2.4695488721804506
2023-01-18,71.32998928149439,915.2631578947369,2.639411027568922
2023-01-19,80.28241246893255,814.2105263157895,-0.06625939849624092
2023-01-20,74.26767685881345,161.57894736842104,0.23493107769423596
2023-01-21,91.63161067761399,80.55555555555556,-0.6049933862433863
2023-01-22,77.18832355047381,142.77777777777777,-3.2842261904761902
2023-01-23,38.36085436489758,86.11111111111111,-3.9475859788359795
2023-01-24,59.91392817577609,44.705882352941174,2.0439425770308124
2023-01-25,87.04315736640044,115.0,5.9639508928571425
2023-01-26,78.12768864467017,1116.842105263158,3.5179824561403517
2023-01-27,78.80561519400459,1377.3684210526317,-0.918494152046784
2023-01-28,87.14030040997247,418.42105263157896,0.28311403508771965
2023-01-29,85.87993287276886,512.1052631578947,2.6711988304093572
2023-01-30,79.01384330905223,1066.842105263158,4.7730263157894735
2023-01-31,72.56005897070499,1777.3684210526317,1.274488304093567
2023-02-01,50.58172689929436,172.6315789473684,-0.8225877192982448
2023-02-02,20.204480327555995,1214.2105263157894,-1.5885964912280688
2023-02-03,27.72863928069929,1072.1052631578948,-2.880482456140351
2023-02-04,29.950027158219505,1834.2105263157894,-2.871198830409357
2023-02-05,33.35506288568785,271.6666666666667,-2.9849537037037037
2023-02-06,31.75471874454813,1786.842105263158,-0.28888888888888875
2023-02-07,77.35567720138113,146.875,2.1631076388888895
2023-02-08,100.57267534305672,156.8421052631579,4.374122807017544
2023-02-09,87.69663439307332,265.2631578947368,2.134576023391813
2023-02-10,84.16419355336009,1806.3157894736842,2.7089912280701753
2023-02-11,80.34603946336291,984.7368421052631,0.18530701754385945
2023-02-12,85.9784990546602,852.1052631578947,0.5583333333333332
2023-02-13,83.15511719176428,1595.7894736842106,5.536842105263159
2023-02-14,81.59532172638764,2173.157894736842,7.302631578947368
2023-02-15,93.80834328062379,190.0,3.1411265432098756
2023-02-16,92.13308558068438,306.8421052631579,3.438011695906431
2023-02-17,96.93404158616215,333.6842105263158,4.474853801169591
2023-02-18,89.16925060937568,662.6315789473684,2.9421052631578957
2023-02-19,82.31483365772921,2883.684210526316,1.990590111642743
2023-02-20,38.70276487594095,495.7894736842105,0.09342105263157902
2023-02-21,23.5398749197553,432.10526315789474,-0.6073099415204682
2023-02-22,33.50547909605602,1211.0526315789473,0.09729532163742664
2023-02-23,17.792532344687135,437.3333333333333,0.3355555555555556
2023-02-24,22.988800895718125,510.55555555555554,1.0055555555555555
2023-02-25,18.722729690637976,667.2222222222222,-1.2076388888888892
2023-02-26,31.593555939493047,1555.7894736842106,-0.2197368421052638
2023-02-27,68.22110887357546,2385.2631578947367,6.161622807017539
2023-02-28,90.16133449679633,2420.0,5.966108452950556
2023-03-01,84.11998068479977,3157.3684210526317,7.7194377990430585
2023-03-02,81.69848305895763,2765.7894736842104,7.022627591706536
2023-03-03,78.83056954989148,1624.2105263157894,4.672188995215311
2023-03-04,87.05080107893315,2344.7368421052633,1.0979266347687398
2023-03-05,88.04898857917233,2388.9473684210525,1.0594497607655504
2023-03-06,56.009618832929185,1751.578947368421,-1.4726475279106863
2023-03-07,86.10726494333181,1604.2105263157894,-1.856080542264752
2023-03-08,9.545692756531993,365.38461538461536,-1.5837703962703982
2023-03-09,25.675352181561482,2201.6666666666665,-2.0391414141414144
2023-03-10,25.47917334769834,1942.1052631578948,0.7714712918660293
2023-03-11,39.749359031402214,2256.6666666666665,-1.1698021885521892
2023-03-12,44.412006415223495,4066.842105263158,0.40017329162065957
2023-03-13,47.71497856330823,722.1052631578947,-0.459868421052632
2023-03-14,79.22331545528937,1334.2105263157894,5.646271929824561
